// List Of Arcs									
Arc 	1						   202.28 	 Duree 	    36.41 * 
Arc 	517						   151.63 	 Duree 	    27.29 * 
Arc 	518						   180.50 	 Duree 	    32.49 * 
Arc 	519						   100.65 	 Duree 	    18.12 * 
Arc 	520						   210.02 	 Duree 	    37.80 * 
Arc 	521						   109.60 	 Duree 	    19.73 * 
Arc 	522						   123.34 	 Duree 	    22.20 * 
Arc 	523						   222.53 	 Duree 	    40.06 * 
Arc 	524						   117.77 	 Duree 	    21.20 * 
Arc 	525						   109.60 	 Duree 	    19.73 * 
Arc 	526						   107.20 	 Duree 	    19.30 * 
Arc 	527						   160.77 	 Duree 	    28.94 * 
Arc 	528						   104.00 	 Duree 	    18.72 * 
Arc 	529						   146.07 	 Duree 	    26.29 * 
Arc 	530						   152.40 	 Duree 	    27.43 * 
Arc 	531						   122.09 	 Duree 	    21.98 * 
Arc 	532						    98.03 	 Duree 	    17.65 * 
Arc 	533						   189.85 	 Duree 	    34.17 * 
Arc 	534						   124.08 	 Duree 	    22.34 * 
Arc 	535						   102.86 	 Duree 	    18.51 * 
Arc 	536						   155.17 	 Duree 	    27.93 * 
Arc 	537						   106.26 	 Duree 	    19.13 * 
Arc 	538						   122.46 	 Duree 	    22.04 * 
Arc 	539						   102.86 	 Duree 	    18.51 * 
Arc 	540						   107.18 	 Duree 	    19.29 * 
Arc 	541						    89.01 	 Duree 	    16.02 * 
Arc 	542						   148.83 	 Duree 	    26.79 * 
Arc 	543						   119.42 	 Duree 	    21.50 * 
Arc 	544						    89.01 	 Duree 	    16.02 * 
Arc 	545						   124.29 	 Duree 	    22.37 * 
Arc 	546						   103.94 	 Duree 	    18.71 * 
Arc 	547						   104.39 	 Duree 	    18.79 * 
Arc 	548						   124.29 	 Duree 	    22.37 * 
Arc 	549						   104.28 	 Duree 	    18.77 * 
Arc 	550						   151.63 	 Duree 	    27.29 * 
Arc 	551						   150.28 	 Duree 	    27.05 * 
Arc 	552						   167.18 	 Duree 	    30.09 * 
Arc 	553						   171.05 	 Duree 	    30.79 * 
Arc 	554						   146.07 	 Duree 	    26.29 * 
Arc 	555						   124.34 	 Duree 	    22.38 * 
Arc 	556						   152.40 	 Duree 	    27.43 * 
Arc 	557						   155.17 	 Duree 	    27.93 * 
Arc 	558						   144.39 	 Duree 	    25.99 * 
Arc 	559						   108.30 	 Duree 	    19.49 * 
Arc 	560						   170.98 	 Duree 	    30.78 * 
Arc 	561						   106.26 	 Duree 	    19.13 * 
Arc 	562						   116.09 	 Duree 	    20.90 * 
Arc 	563						   145.39 	 Duree 	    26.17 * 
Arc 	564						   116.09 	 Duree 	    20.90 * 
Arc 	565						   102.31 	 Duree 	    18.42 * 
Arc 	566						   158.45 	 Duree 	    28.52 * 
Arc 	567						    87.49 	 Duree 	    15.75 * 
Arc 	568						   119.00 	 Duree 	    21.42 * 
Arc 	569						   148.83 	 Duree 	    26.79 * 
Arc 	570						   119.00 	 Duree 	    21.42 * 
Arc 	571						    85.44 	 Duree 	    15.38 * 
Arc 	572						   126.37 	 Duree 	    22.75 * 
Arc 	573						    92.20 	 Duree 	    16.60 * 
Arc 	574						   106.17 	 Duree 	    19.11 * 
Arc 	575						   107.50 	 Duree 	    19.35 * 
Arc 	576						   106.72 	 Duree 	    19.21 * 
Arc 	577						   106.10 	 Duree 	    19.10 * 
Arc 	578						   130.49 	 Duree 	    23.49 * 
Arc 	579						   180.50 	 Duree 	    32.49 * 
Arc 	580						   150.28 	 Duree 	    27.05 * 
Arc 	581						   222.56 	 Duree 	    40.06 * 
Arc 	582						   120.00 	 Duree 	    21.60 * 
Arc 	583						   159.08 	 Duree 	    28.63 * 
Arc 	584						   222.56 	 Duree 	    40.06 * 
Arc 	585						    98.20 	 Duree 	    17.68 * 
Arc 	586						   113.60 	 Duree 	    20.45 * 
Arc 	587						   195.54 	 Duree 	    35.20 * 
Arc 	588						   124.34 	 Duree 	    22.38 * 
Arc 	589						   166.57 	 Duree 	    29.98 * 
Arc 	590						   104.78 	 Duree 	    18.86 * 
Arc 	591						   111.82 	 Duree 	    20.13 * 
Arc 	592						   170.98 	 Duree 	    30.78 * 
Arc 	593						   135.32 	 Duree 	    24.36 * 
Arc 	594						   158.45 	 Duree 	    28.52 * 
Arc 	595						   198.51 	 Duree 	    35.73 * 
Arc 	596						   146.39 	 Duree 	    26.35 * 
Arc 	597						    95.61 	 Duree 	    17.21 * 
Arc 	598						   106.11 	 Duree 	    19.10 * 
Arc 	599						   100.32 	 Duree 	    18.06 * 
Arc 	600						   164.12 	 Duree 	    29.54 * 
Arc 	601						    85.44 	 Duree 	    15.38 * 
Arc 	602						   118.80 	 Duree 	    21.38 * 
Arc 	603						   109.30 	 Duree 	    19.67 * 
Arc 	604						   126.37 	 Duree 	    22.75 * 
Arc 	605						    85.36 	 Duree 	    15.36 * 
Arc 	606						   191.44 	 Duree 	    34.46 * 
Arc 	607						   107.18 	 Duree 	    19.29 * 
Arc 	608						   120.95 	 Duree 	    21.77 * 
Arc 	609						   130.49 	 Duree 	    23.49 * 
Arc 	610						    98.80 	 Duree 	    17.78 * 
Arc 	611						    98.79 	 Duree 	    17.78 * 
Arc 	612						    98.80 	 Duree 	    17.78 * 
Arc 	613						   217.18 	 Duree 	    39.09 * 
Arc 	614						   104.03 	 Duree 	    18.73 * 
Arc 	615						    97.79 	 Duree 	    17.60 * 
Arc 	616						   217.18 	 Duree 	    39.09 * 
Arc 	617						   103.95 	 Duree 	    18.71 * 
Arc 	618						   142.31 	 Duree 	    25.62 * 
Arc 	619						   129.00 	 Duree 	    23.22 * 
Arc 	620						    99.60 	 Duree 	    17.93 * 
Arc 	621						   123.32 	 Duree 	    22.20 * 
Arc 	622						   135.66 	 Duree 	    24.42 * 
Arc 	623						    89.59 	 Duree 	    16.13 * 
Arc 	624						   148.27 	 Duree 	    26.69 * 
Arc 	625						   109.37 	 Duree 	    19.69 * 
Arc 	626						   123.32 	 Duree 	    22.20 * 
Arc 	627						   104.02 	 Duree 	    18.72 * 
Arc 	628						   108.60 	 Duree 	    19.55 * 
Arc 	629						    97.30 	 Duree 	    17.51 * 
Arc 	630						   139.63 	 Duree 	    25.13 * 
Arc 	631						    97.30 	 Duree 	    17.51 * 
Arc 	632						   216.97 	 Duree 	    39.06 * 
Arc 	633						   115.58 	 Duree 	    20.80 * 
Arc 	634						   216.97 	 Duree 	    39.06 * 
Arc 	635						   115.09 	 Duree 	    20.72 * 
Arc 	636						   164.12 	 Duree 	    29.54 * 
Arc 	637						   109.30 	 Duree 	    19.67 * 
Arc 	638						   103.89 	 Duree 	    18.70 * 
Arc 	639						   120.95 	 Duree 	    21.77 * 
Arc 	640						   102.11 	 Duree 	    18.38 * 
Arc 	641						   102.11 	 Duree 	    18.38 * 
Arc 	642						   108.25 	 Duree 	    19.49 * 
Arc 	643						   104.03 	 Duree 	    18.73 * 
Arc 	644						   108.25 	 Duree 	    19.49 * 
Arc 	645						   208.31 	 Duree 	    37.50 * 
Arc 	646						   135.66 	 Duree 	    24.42 * 
Arc 	647						   208.31 	 Duree 	    37.50 * 
Arc 	648						   110.23 	 Duree 	    19.84 * 
Arc 	649						   106.79 	 Duree 	    19.22 * 
Arc 	650						   108.60 	 Duree 	    19.55 * 
Arc 	651						   213.15 	 Duree 	    38.37 * 
Arc 	652						   213.15 	 Duree 	    38.37 * 
Arc 	653						   204.08 	 Duree 	    36.74 * 
Arc 	654						   115.09 	 Duree 	    20.72 * 
Arc 	655						   116.78 	 Duree 	    21.02 * 
Arc 	656						   103.89 	 Duree 	    18.70 * 
Arc 	657						   116.78 	 Duree 	    21.02 * 
Arc 	658						   151.85 	 Duree 	    27.33 * 
Arc 	659						   107.92 	 Duree 	    19.42 * 
									
END OF FILE									
